ID,INT1,STAB1,GLOB1,INT2,STAB2,GLOB2,INT3,STAB3,GLOB3,INT4,STAB4,GLOB4,INT5,STAB5,GLOB5,INT6,STAB6,GLOB6
166,4,1,1,4,4,3,4,5,1,5,6,4,1,4,4,4,4,4
167,4,3,5,6,4,2,2,4,5,4,4,4,6,4,2,4,4,3
168,2,4,2,7,4,1,3,4,1,7,1,1,7,1,1,3,1,1
169,5,5,5,3,3,3,6,6,4,4,4,3,4,4,4,4,4,4
170,5,4,4,3,2,3,3,2,2,2,2,2,3,3,2,4,3,3
171,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
172,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
173,6,4,4,5,5,2,6,3,2,3,3,2,6,5,5,4,4,2
174,6,4,3,6,3,4,6,3,2,6,6,5,7,6,6,6,6,6
175,5,6,5,4,4,3,4,3,4,4,2,4,5,5,4,4,3,4
176,3,1,1,4,1,3,2,5,5,4,2,3,4,2,2,1,2,1
177,7,2,3,2,4,3,4,5,1,3,4,1,2,4,2,4,2,2
178,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,4,4
179,3,2,2,4,4,4,3,1,2,1,4,2,1,3,3,4,4,4
180,3,4,3,7,2,3,6,2,3,6,4,2,7,3,4,7,5,1
181,5,4,3,4,4,3,4,4,5,3,4,2,5,5,5,3,3,4
183,5,5,5,3,4,4,3,3,4,2,2,3,3,3,3,3,3,4
184,3,7,5,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
185,3,7,5,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
186,4,2,4,4,4,3,4,3,5,4,4,3,5,5,4,4,4,4
187,4,5,5,4,4,3,5,5,3,4,4,3,5,5,5,4,4,4
188,5,6,5,3,7,4,5,5,2,1,7,1,6,5,3,4,7,4
189,2,3,2,4,2,1,7,1,4,1,1,1,5,4,3,6,4,1
190,2,6,6,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
191,4,4,4,1,4,4,7,4,4,4,4,4,7,4,4,7,4,4
193,3,3,4,3,4,4,4,3,4,3,4,3,3,4,4,4,3,4
194,2,5,1,6,4,5,6,5,5,3,4,1,3,6,4,6,5,5
195,3,1,1,3,3,3,3,2,2,3,1,2,2,2,2,7,5,3
196,5,4,4,4,4,4,7,4,4,4,4,3,4,4,4,1,7,1
197,2,5,6,4,4,3,4,6,6,4,4,5,3,2,2,6,6,2
198,6,3,6,4,2,4,5,3,2,4,4,4,5,4,6,4,5,5
199,7,2,2,1,2,2,7,5,5,7,1,2,1,2,4,7,4,1
200,4,4,4,4,2,4,5,4,4,4,4,3,4,4,4,4,4,4
201,4,2,3,3,5,2,7,4,2,5,4,3,3,6,2,4,3,5
202,6,4,5,1,1,4,1,1,1,4,4,4,5,5,4,4,4,4
203,4,5,2,1,2,2,4,3,2,6,4,2,4,3,3,4,4,3
204,7,4,1,7,1,1,5,5,6,4,4,4,7,7,7,7,4,4
205,1,4,5,6,4,4,5,5,5,4,4,4,4,4,4,6,4,4
206,4,3,4,4,3,4,4,3,3,4,3,4,5,3,5,4,4,5
207,1,3,3,4,4,3,6,6,4,6,5,1,7,7,6,5,5,5
208,2,5,4,5,5,4,6,6,4,5,4,4,5,5,4,4,4,4
209,5,4,4,4,2,4,4,2,4,7,7,7,4,2,6,4,4,3
210,4,3,5,4,4,4,6,6,4,4,3,4,7,6,5,4,4,4
211,1,3,3,7,2,1,5,6,2,7,3,1,7,3,3,7,6,4
212,7,4,6,1,7,6,6,2,5,2,6,6,5,6,5,1,2,5
213,7,1,1,4,4,3,7,1,7,1,1,1,1,7,7,1,1,7
214,3,2,6,4,4,3,5,4,4,1,7,7,5,1,1,2,4,5
215,4,2,3,5,2,4,5,3,3,4,4,4,4,4,4,1,3,4
216,4,3,6,4,5,6,3,4,3,3,2,3,4,3,6,1,2,3
217,7,7,5,1,1,1,7,7,7,7,7,7,6,6,6,7,7,7
218,4,2,3,5,5,5,3,4,3,2,3,4,3,5,3,3,4,5
219,4,5,1,2,3,2,5,4,4,4,4,2,6,5,4,4,2,1
220,4,7,5,5,4,4,7,7,6,5,4,3,5,6,6,5,5,5
221,6,1,5,5,7,4,5,2,7,3,4,4,3,4,4,6,6,6
222,6,6,2,7,2,5,7,3,5,1,2,1,7,3,7,4,4,4
223,5,5,5,1,5,2,3,1,5,1,5,1,6,3,3,3,5,4
224,4,2,1,5,3,2,2,1,1,1,1,1,4,3,4,3,2,1
225,2,4,2,3,4,3,6,5,5,1,3,1,1,1,1,2,2,2
226,5,6,5,5,3,6,3,4,1,5,2,5,7,5,6,4,7,4
227,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
228,4,4,4,1,4,1,5,5,5,4,4,4,3,3,2,2,2,1
229,4,6,3,3,4,3,4,5,4,3,4,5,4,5,3,5,4,3
230,6,3,2,4,1,1,4,3,1,2,5,1,6,2,3,4,3,1
231,3,4,2,4,4,4,4,4,2,1,4,4,5,4,4,4,4,4
232,7,2,2,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3
233,6,2,2,4,3,4,7,2,6,6,4,3,3,4,5,4,4,4
234,4,4,5,3,3,2,4,4,4,4,4,4,6,6,6,6,6,6
235,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
236,7,5,4,7,4,4,5,3,2,7,7,5,6,5,4,4,4,4
237,2,4,2,5,3,2,6,3,5,4,5,2,7,5,5,2,6,2
239,7,4,4,6,4,4,7,5,6,3,3,4,3,3,3,1,4,4
241,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
242,2,7,6,4,4,3,4,4,4,2,4,3,5,5,4,4,4,4
243,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
244,7,1,7,7,7,1,7,7,1,7,7,1,7,7,1,7,1,7
245,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
246,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
248,5,4,6,4,2,4,5,5,3,3,2,5,6,3,5,4,3,4
249,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4
250,4,4,4,4,4,3,5,3,5,3,3,5,2,4,3,1,4,4
251,4,7,5,5,6,4,5,7,7,6,4,2,6,5,4,5,7,5
252,7,7,6,7,7,7,7,6,1,7,4,1,7,4,1,7,6,6
254,5,4,4,4,4,3,5,4,4,1,2,4,5,5,4,4,4,4
255,4,2,3,4,4,4,6,5,2,2,6,3,6,4,5,4,4,4
256,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,4,4,4
257,4,3,4,6,4,2,5,2,2,5,2,2,2,2,2,2,2,2
258,5,1,4,4,5,6,4,3,4,4,4,5,4,5,5,4,4,4
260,3,3,2,4,3,3,5,2,2,4,2,3,6,3,4,3,2,4
261,5,1,1,4,4,3,5,2,4,3,2,2,5,5,4,4,4,4
262,5,2,4,2,2,2,7,6,4,5,5,4,4,3,3,5,5,4
263,5,2,1,7,4,4,1,4,4,1,5,4,7,4,4,1,4,4
265,5,4,5,7,5,2,4,4,2,4,3,2,4,5,6,4,2,2
266,4,5,1,2,2,2,5,3,4,6,4,5,2,4,4,2,3,3
267,1,7,6,5,5,4,5,4,4,7,6,5,7,5,4,4,2,4
268,7,4,5,6,3,5,7,5,5,4,5,6,6,4,5,6,4,7
269,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
270,2,6,4,4,4,3,4,5,5,5,4,2,6,5,5,3,4,4
271,4,4,4,7,5,5,7,5,5,7,3,3,2,5,5,4,4,5
272,7,4,1,4,4,1,7,7,7,1,4,1,4,7,5,7,7,7
273,5,3,2,4,3,2,4,2,2,4,3,3,2,2,2,3,3,4
274,6,4,3,4,4,4,6,4,1,5,4,1,6,4,5,4,4,4
275,5,4,4,4,3,5,6,4,5,5,4,5,3,4,5,4,4,4
276,6,5,4,6,5,3,5,5,5,5,4,3,6,4,5,4,4,2
277,6,5,5,4,4,4,6,2,3,2,3,2,6,5,5,4,4,4
278,7,1,6,7,1,4,5,1,1,7,1,4,7,1,4,7,1,4
279,4,4,3,7,5,2,5,3,3,5,2,2,4,3,3,7,6,5
281,6,2,4,6,5,3,5,5,3,4,5,4,7,5,5,2,5,5
282,4,6,3,5,4,2,5,5,5,1,2,1,5,3,3,4,3,3
283,6,6,2,4,4,3,6,6,5,4,7,5,3,4,4,4,4,4
284,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
285,6,5,5,2,2,4,4,5,5,3,3,3,5,6,5,4,4,4
286,4,2,1,5,2,4,4,4,3,5,4,4,4,4,4,4,4,4
287,4,3,3,4,3,3,4,3,3,4,4,4,5,4,4,4,5,4
288,1,2,3,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4
289,6,6,5,4,4,4,4,4,4,3,4,3,3,5,4,4,4,4
290,3,4,5,5,4,6,5,3,4,3,4,5,3,5,5,3,5,4
291,1,7,7,4,4,4,1,4,1,1,1,1,7,1,4,4,4,4
292,6,2,2,4,3,2,5,3,1,2,2,1,3,3,2,4,2,1
293,7,4,1,7,7,1,7,4,1,4,4,3,3,4,5,7,4,1
294,2,6,2,6,6,6,3,5,2,4,5,6,7,5,7,4,6,7
295,5,4,4,3,1,3,5,2,3,6,1,5,6,3,4,4,2,3
296,3,5,2,3,6,6,6,3,1,2,4,2,6,6,6,3,5,2
297,4,4,1,4,4,3,3,3,2,2,1,1,5,5,1,4,4,1
298,5,4,5,2,2,2,4,4,4,2,3,2,6,6,5,7,4,4
299,5,7,6,7,2,7,3,2,5,2,2,7,6,7,7,6,6,7
300,2,6,5,2,1,1,4,4,3,3,3,2,1,2,1,2,3,3
301,3,5,2,5,4,2,7,5,5,5,3,4,6,6,3,5,5,3
302,3,2,1,1,6,1,1,5,1,1,6,1,1,6,1,1,6,1
303,2,5,4,5,4,7,6,4,3,5,5,3,3,6,5,5,4,5
304,7,5,5,6,3,1,4,2,2,2,4,2,6,5,4,4,4,2
305,7,5,5,7,1,4,2,5,4,6,3,2,7,6,4,4,4,4
306,6,6,4,3,3,2,2,2,4,2,2,4,2,2,3,2,2,3
307,2,5,2,4,3,2,5,4,4,5,4,4,3,5,5,3,2,4
308,2,1,1,1,1,1,5,2,6,1,1,1,1,1,1,4,2,1
309,5,6,5,4,4,4,4,4,5,3,3,3,4,4,4,7,7,7
310,7,7,5,7,7,5,1,4,5,1,7,6,1,5,4,4,4,5
312,6,5,2,7,2,1,7,5,5,1,3,1,7,4,1,4,7,1
313,3,5,2,4,4,3,3,5,2,3,5,2,5,5,4,3,5,2
314,5,2,2,6,4,3,6,4,5,1,4,5,3,5,3,2,1,3
315,2,2,2,1,1,1,2,4,2,2,2,2,2,5,5,1,1,1
317,5,5,5,6,4,4,6,4,5,1,4,1,4,4,4,5,5,4
318,4,6,5,4,5,4,5,4,4,4,4,3,7,5,5,5,6,4
319,6,5,5,3,4,1,7,6,1,4,4,5,5,5,4,3,4,1
321,3,4,3,4,4,4,1,4,4,4,4,4,7,4,4,4,4,4
322,3,3,5,1,1,4,7,4,7,4,2,3,6,6,5,1,1,1
323,1,5,4,1,1,1,6,4,4,1,1,1,7,6,4,7,7,7
324,4,5,6,7,4,4,3,5,5,4,4,1,4,7,6,4,4,5
325,4,4,5,4,4,4,6,2,5,2,4,2,5,5,3,4,4,4
326,7,7,4,4,4,4,7,1,4,3,1,1,6,4,5,1,1,4
327,5,6,4,4,5,4,4,5,3,4,5,4,4,5,4,4,5,4
329,7,2,2,7,7,7,7,1,1,1,3,4,7,4,7,1,3,4
330,4,2,2,7,4,4,2,2,4,3,1,4,5,4,4,1,3,2
331,5,5,4,6,5,3,3,5,4,4,4,3,5,4,3,2,4,4
332,3,3,3,1,1,4,7,1,3,7,7,4,3,3,3,7,7,7
333,7,4,7,7,7,1,1,1,1,1,7,1,7,7,7,7,7,7
334,5,5,4,5,5,4,5,3,3,5,5,3,5,5,3,6,5,4
335,7,1,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
336,5,4,7,7,5,4,7,7,2,6,5,4,7,6,6,7,5,1
337,4,1,4,7,7,7,4,4,4,4,4,4,2,5,4,1,1,1
338,4,1,1,7,5,3,3,2,1,7,2,1,6,3,2,2,2,2
339,6,2,4,4,4,3,3,3,4,4,4,3,5,5,4,4,4,4
340,6,2,1,4,4,3,7,7,1,4,4,3,5,5,4,4,4,4
341,4,5,6,6,4,5,3,5,6,6,3,5,7,6,4,2,4,3
342,7,1,1,5,3,3,7,1,3,1,7,3,7,7,3,1,1,1
343,5,6,3,4,4,3,2,2,1,7,1,1,6,3,4,1,3,5
344,7,4,5,6,3,2,6,3,2,3,5,5,7,6,5,4,4,4
345,4,6,2,6,4,4,5,5,5,6,5,4,6,4,6,4,6,5
346,7,5,3,6,4,4,7,3,5,4,3,1,7,3,3,5,5,5
347,6,4,3,1,4,2,6,5,2,7,6,4,3,5,4,7,5,6
348,4,3,1,7,3,3,4,2,1,2,1,3,3,6,6,3,2,4
349,5,4,4,6,4,5,6,7,4,5,5,5,6,5,4,6,4,5
350,5,4,4,5,5,5,6,6,7,4,4,4,6,5,5,4,4,5
351,5,5,4,4,5,1,4,3,1,6,3,5,5,4,3,3,4,1
353,4,3,3,2,3,1,6,2,2,2,2,2,3,2,4,2,3,2
354,4,5,5,5,4,4,7,5,2,1,4,5,2,4,4,7,5,4
355,6,6,6,4,4,4,6,3,2,2,2,2,4,3,3,3,4,2
356,6,2,2,6,4,4,6,4,2,6,5,3,6,4,4,6,4,4
357,5,5,3,5,5,5,6,6,5,7,5,4,5,5,6,4,4,4
358,5,3,3,1,3,4,6,2,6,1,4,3,3,3,5,4,3,6
359,3,5,2,4,4,4,4,4,4,7,6,4,4,4,3,4,3,2
360,4,6,2,7,5,5,6,6,6,6,3,5,5,6,6,4,5,2
361,6,6,5,4,3,4,2,4,4,7,7,5,2,4,2,4,4,4
362,3,4,4,6,6,3,6,4,1,1,2,1,4,5,3,1,1,1
363,6,6,3,5,2,4,6,4,1,2,2,1,6,3,2,3,2,3
364,4,5,2,4,2,2,2,5,2,5,5,4,4,5,4,2,6,4
366,7,3,1,4,4,4,7,4,4,4,2,1,5,4,4,5,3,3
367,5,5,4,7,4,4,4,3,3,6,4,3,6,3,4,3,4,4
368,2,6,1,4,4,2,6,4,1,4,1,1,4,4,4,3,3,1
369,6,5,4,5,3,2,5,5,4,4,2,2,7,5,3,4,4,3
371,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
373,6,5,5,5,2,2,6,4,5,5,4,4,6,5,5,5,3,3
374,7,7,7,7,4,7,1,3,2,5,5,2,5,5,6,5,4,1
375,4,4,4,4,4,4,6,3,4,4,3,4,6,5,4,4,4,4
376,7,5,4,7,1,1,7,1,1,7,1,7,7,7,7,7,1,1
377,4,2,7,2,4,1,4,4,2,4,2,1,7,5,6,4,4,4
379,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,1
380,4,5,1,5,5,4,5,4,2,6,4,2,7,6,5,5,5,4
381,6,4,6,6,4,4,6,4,4,1,7,4,3,5,4,6,5,4
383,6,6,2,4,2,1,7,5,3,4,4,3,7,3,1,4,3,1
384,7,3,6,6,2,2,7,7,7,7,4,6,2,5,2,7,7,6
386,3,7,4,1,5,4,6,5,4,1,4,1,7,5,4,2,7,4
389,6,2,1,6,5,5,6,4,5,3,2,3,7,5,6,6,4,6
390,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
391,3,5,5,2,5,3,6,7,2,3,5,4,3,7,2,3,6,4
392,4,4,4,2,2,2,6,5,5,4,2,4,5,5,5,5,5,5
394,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,4,4,4
395,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
399,7,7,3,4,3,4,7,2,1,4,6,3,4,4,3,6,4,4
400,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
401,6,5,5,7,1,4,6,6,5,2,4,2,3,4,4,5,6,4
402,5,4,5,4,2,3,4,2,2,1,3,3,5,4,3,5,5,5
403,5,3,2,5,5,3,5,6,4,4,3,2,4,3,4,6,6,3
404,6,3,4,5,5,4,6,4,7,1,4,2,5,3,6,6,6,6
405,5,3,1,6,5,3,6,3,2,7,5,2,7,4,1,4,2,3
406,7,5,4,4,4,3,4,2,2,2,2,3,5,5,4,4,4,4
407,7,5,7,4,4,3,7,6,6,4,4,3,7,7,7,7,6,6
408,7,3,2,7,6,5,7,5,5,7,5,5,3,5,6,7,5,5
409,6,6,6,5,2,2,5,5,4,1,2,1,6,5,6,4,4,3
411,6,4,6,4,2,3,4,4,1,2,4,5,2,3,2,6,4,3
412,7,7,5,5,2,5,7,1,1,7,7,6,7,2,7,2,1,2
413,7,7,3,6,3,4,6,4,4,7,2,3,7,5,6,3,2,5
414,4,4,2,4,5,5,6,6,5,2,3,2,4,4,4,5,5,5
415,6,5,5,2,1,2,4,2,3,4,4,3,2,5,5,4,4,4
416,6,4,2,4,4,3,6,3,2,6,3,2,3,6,2,4,4,4
417,4,6,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
418,6,5,2,1,4,2,7,3,4,4,2,3,7,1,4,7,1,2
419,4,3,5,3,3,2,2,5,2,6,5,2,3,4,2,5,5,4
420,5,4,1,2,3,1,6,3,2,6,2,3,7,3,4,4,4,1
421,4,4,2,1,7,5,5,4,2,6,3,3,3,4,3,5,4,6
422,5,5,6,7,1,7,4,2,1,4,4,2,6,6,4,3,1,3
425,3,2,3,2,2,5,2,6,1,4,4,2,6,6,4,4,4,6
426,4,2,6,7,3,4,5,2,1,1,2,1,7,5,5,4,2,4
427,5,4,4,4,4,3,2,5,4,1,2,2,5,5,4,6,5,4
428,7,3,5,4,1,5,4,5,6,5,2,5,5,5,3,6,2,6
429,1,3,5,4,4,3,6,5,3,2,4,5,5,5,4,4,4,4
430,2,4,1,4,4,4,7,7,7,2,4,1,7,7,7,7,7,7
431,4,1,1,4,4,3,5,4,4,3,1,4,5,5,4,4,4,4
432,6,3,2,7,6,6,6,5,5,6,3,4,6,3,5,6,5,6
433,6,5,6,4,4,3,6,6,5,2,2,3,5,6,6,4,4,2
434,2,4,3,4,3,4,2,3,4,4,3,4,6,4,3,5,5,3
435,2,4,5,4,4,3,6,2,5,4,3,4,6,4,5,4,3,3
436,6,4,1,4,4,3,4,2,1,1,2,1,7,1,1,4,4,4
437,2,5,1,4,4,3,6,4,1,3,4,4,7,6,7,4,4,4
438,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
439,7,4,1,4,4,3,3,4,1,7,5,4,5,5,4,4,4,4
440,5,6,5,3,4,4,6,5,4,7,7,1,7,4,4,1,4,5
441,3,4,1,7,2,1,6,5,4,2,4,1,6,2,1,6,5,2
442,7,6,2,4,4,4,7,6,4,2,4,4,5,5,4,4,4,4
443,5,2,4,2,1,1,6,3,4,5,5,4,6,5,2,3,4,2
444,4,1,1,1,4,6,1,1,1,7,1,1,7,4,7,4,5,1
445,4,4,4,3,5,5,5,4,4,4,4,4,5,5,5,4,4,4
446,5,4,6,7,7,1,2,7,3,6,6,2,7,7,7,4,7,1
447,5,5,5,7,6,4,5,5,5,4,3,3,6,5,3,7,5,5
448,6,4,2,6,4,5,3,4,6,1,3,1,5,4,1,1,4,1
449,3,2,4,5,4,3,2,3,4,2,3,5,5,3,2,5,3,6
450,5,3,1,7,7,7,4,4,2,4,5,6,7,7,7,7,7,7
453,5,4,4,4,4,3,6,4,2,4,4,3,5,4,4,4,4,2
454,4,2,5,7,1,4,5,4,4,7,7,4,4,1,4,7,1,4
455,3,6,6,2,4,2,4,4,2,5,5,3,2,3,2,3,5,4
456,6,6,5,7,3,5,5,7,5,4,4,3,7,7,4,6,5,4
457,5,2,3,5,6,2,4,2,6,2,4,3,6,6,2,6,3,3
458,2,3,7,6,4,6,6,3,6,1,3,6,6,5,6,2,4,6
459,4,4,6,7,2,1,5,4,1,3,4,1,5,4,1,6,4,5
460,4,4,5,6,4,4,6,6,6,6,6,4,6,6,6,7,7,1
461,2,4,4,4,4,4,6,4,6,4,4,3,7,5,5,4,4,4
462,7,4,1,3,4,6,4,4,4,1,2,1,3,4,5,4,4,4
463,7,4,3,4,4,4,7,7,7,7,7,7,7,2,3,7,7,7
464,6,5,6,6,4,2,5,4,3,3,3,2,4,5,5,5,4,4
465,6,5,4,5,3,3,3,4,1,1,4,1,3,6,6,3,5,4
466,5,4,5,5,3,2,6,5,6,3,4,3,5,4,5,3,4,5
467,4,4,4,6,6,6,4,4,4,4,4,2,6,6,5,3,5,5
468,5,4,5,6,6,6,6,5,7,3,4,5,6,4,5,7,6,7
469,6,5,4,1,2,1,4,3,2,3,3,1,4,3,1,3,3,2
471,1,1,2,4,4,6,5,4,4,2,2,6,4,2,5,4,3,6
472,2,1,3,3,4,4,3,3,4,3,2,3,3,2,3,4,3,3
473,4,6,5,4,2,4,5,3,4,2,2,4,1,6,6,4,4,4
474,4,7,6,4,4,3,5,4,4,2,4,4,3,5,5,4,3,4
475,2,2,1,2,1,1,3,3,3,6,5,4,2,1,1,6,5,1
476,7,7,7,2,2,2,5,5,5,2,2,2,2,2,2,2,2,2
478,6,6,5,7,4,7,7,4,6,6,3,1,3,4,6,4,6,5
479,2,1,2,1,3,2,2,1,1,2,2,2,4,3,3,1,3,1
481,5,4,4,4,4,3,7,7,7,7,7,7,7,7,7,7,7,7
482,4,4,7,4,4,7,6,7,7,5,4,5,5,5,7,7,6,7
483,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
484,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,5,6,4
485,5,4,4,4,4,3,4,6,2,4,4,3,6,3,2,4,4,4
486,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
487,7,6,1,2,4,4,4,2,2,1,2,2,6,3,2,2,4,3
488,5,3,4,3,4,4,4,3,4,4,4,4,4,2,2,3,4,4
489,4,4,4,4,4,4,6,4,6,4,4,4,5,4,3,5,4,3
490,7,1,4,4,1,3,7,4,1,1,4,1,7,7,7,7,7,7
491,2,3,2,7,6,6,7,5,6,7,5,3,2,3,4,4,4,4
492,4,5,6,7,1,1,4,5,4,4,3,6,7,6,5,4,2,1
493,1,3,4,5,4,5,7,7,2,1,2,1,5,5,6,1,7,7
494,2,5,4,4,2,2,6,6,5,2,2,3,6,6,6,6,5,3
495,5,5,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4
496,6,4,4,4,4,3,6,4,4,4,4,4,5,5,4,4,4,4
497,5,3,1,5,4,3,7,4,1,4,5,1,7,3,1,4,4,4
500,4,6,6,7,7,3,6,6,6,2,4,4,2,6,7,4,7,6
501,5,4,6,4,4,4,6,6,6,5,5,1,4,6,6,4,4,4
502,5,6,5,2,2,3,6,6,7,3,2,2,5,6,6,4,2,3
504,4,6,2,4,6,2,4,4,4,7,4,4,3,6,3,7,4,5
505,5,2,2,7,4,3,5,3,5,7,7,7,4,3,4,7,7,7
506,7,7,2,3,2,3,5,2,2,1,2,1,1,1,1,7,3,3
507,5,4,4,4,4,3,4,4,3,4,4,3,5,5,4,4,4,4
508,4,7,4,5,4,1,4,4,4,7,1,6,7,6,1,7,1,1
509,5,4,4,4,4,3,3,3,4,1,7,2,2,5,4,4,4,4
510,2,4,4,5,3,5,7,4,5,4,4,4,6,5,5,4,6,6
511,7,7,7,4,4,3,7,1,4,1,1,1,5,4,2,5,1,2
512,6,5,4,4,4,4,6,6,6,4,4,4,5,5,6,5,4,4
513,4,7,3,2,5,4,7,6,6,6,5,1,6,2,2,6,7,4
514,2,4,5,6,3,4,5,3,2,2,4,5,6,6,4,6,5,5
515,4,3,4,7,1,4,5,4,4,3,3,4,7,3,4,4,1,1
516,4,3,4,6,3,4,4,3,4,5,3,3,5,4,4,4,3,4
517,3,3,3,2,6,2,6,3,2,7,3,6,2,4,6,7,6,5
518,5,4,3,3,4,3,6,4,4,2,2,2,6,4,4,4,4,4
519,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3
520,5,5,6,4,4,4,5,4,5,3,4,5,5,4,6,4,5,4
521,4,2,5,6,4,2,6,4,5,6,5,5,3,4,2,7,5,5
522,4,4,3,6,3,4,4,3,2,5,3,3,4,3,3,4,2,2
523,5,4,4,3,4,4,4,5,3,1,4,5,4,5,3,5,3,4
524,5,6,7,5,4,3,7,2,5,6,4,5,3,4,5,7,6,4
525,6,2,3,5,4,3,5,2,3,5,3,4,4,4,3,4,4,3
527,6,5,5,2,1,1,4,4,4,2,1,5,4,4,2,5,1,3
528,5,4,5,1,4,1,4,4,4,1,4,1,7,7,7,4,4,4
529,6,6,5,5,4,3,5,6,3,2,4,2,5,6,4,3,3,4
530,5,5,5,3,2,3,6,5,6,7,5,3,6,5,6,4,4,5
531,5,7,4,5,5,4,7,7,7,4,4,4,5,6,5,4,4,4
532,6,6,7,5,4,6,7,3,6,7,4,5,2,7,7,7,4,3
533,4,2,4,4,4,4,5,3,2,1,4,4,4,2,4,4,2,4
534,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
535,4,1,5,4,4,3,4,2,3,4,4,3,5,5,4,4,4,4
536,5,3,2,4,4,3,5,4,5,4,4,3,3,2,2,4,4,4
537,4,3,6,6,4,5,3,1,2,1,5,4,2,1,6,4,4,6
538,7,4,7,4,2,2,2,4,4,6,4,2,7,1,5,7,5,4
539,2,4,5,4,4,2,3,1,5,5,4,5,2,4,1,4,4,4
540,7,7,7,2,1,1,4,4,5,5,3,3,2,4,2,2,5,2
541,2,4,2,5,4,2,5,1,4,6,2,6,7,6,7,7,7,7
542,5,3,3,4,4,4,4,3,3,7,4,4,4,4,4,4,4,4
543,5,1,3,4,5,1,4,1,4,7,4,4,6,3,2,5,4,4
544,3,5,6,6,6,6,6,6,6,5,5,6,5,5,6,4,4,5
545,5,4,3,1,4,1,4,4,1,6,5,4,4,2,1,2,4,4
546,4,5,5,3,4,4,5,3,4,3,3,3,3,5,4,2,3,4
547,3,6,4,3,4,4,5,4,3,5,4,3,3,4,3,4,3,5
548,7,5,6,4,2,4,7,6,4,5,3,4,7,5,4,4,4,4
549,4,5,3,3,5,5,6,4,2,4,4,6,3,5,5,4,4,5
550,5,4,3,4,4,3,5,4,4,3,4,3,3,3,4,4,4,4
551,4,4,4,5,4,4,6,3,4,3,3,3,7,4,6,3,4,1
552,5,5,5,2,5,4,5,6,7,4,4,3,5,5,3,4,4,4
553,4,4,4,7,4,4,5,5,1,1,3,4,7,4,6,4,4,4
554,6,5,5,3,3,3,5,4,4,7,5,3,7,7,7,4,2,5
555,4,4,4,4,4,4,6,4,1,4,4,2,4,4,4,4,4,2
556,4,3,5,4,3,3,5,5,5,4,3,3,5,4,4,5,5,5
557,6,5,4,5,2,2,6,6,6,2,5,1,7,3,5,4,4,4
558,4,3,2,5,5,5,5,1,3,1,6,5,5,4,4,4,4,4
559,6,5,6,6,2,4,6,6,7,7,5,5,4,4,4,6,5,6
560,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
561,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
562,4,6,1,7,1,4,4,2,4,3,3,2,7,7,1,3,2,4
563,1,3,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
564,7,3,5,7,4,7,7,3,1,7,3,4,7,6,6,4,5,1
566,7,4,2,7,6,6,7,4,2,7,3,1,7,5,5,7,6,7
567,3,5,5,2,1,1,7,6,1,2,1,1,7,7,2,5,5,1
568,5,4,5,6,2,3,6,5,4,6,3,3,6,6,5,3,3,3
569,3,5,2,6,6,5,7,5,5,6,6,5,5,6,6,5,5,5
